X,CH1,Start,Increment,
Sequence,Volt,-5.990000e+00,1.000000e-02
0,3.12e-01,
1,8.00e-02,
2,3.12e-01,
3,8.80e-02,
4,3.12e-01,
5,8.00e-02,
6,9.60e-02,
7,3.12e-01,
8,3.12e-01,
9,8.80e-02,
10,3.12e-01,
11,8.00e-02,
12,9.60e-02,
13,3.12e-01,
14,3.12e-01,
15,8.80e-02,
16,3.12e-01,
17,8.80e-02,
18,3.12e-01,
19,8.80e-02,
20,3.12e-01,
21,8.80e-02,
22,3.12e-01,
23,8.00e-02,
24,3.12e-01,
25,8.80e-02,
26,3.12e-01,
27,9.60e-02,
28,3.12e-01,
29,8.00e-02,
30,3.12e-01,
31,8.00e-02,
32,3.12e-01,
33,8.00e-02,
34,8.80e-02,
35,3.12e-01,
36,3.12e-01,
37,8.00e-02,
38,3.12e-01,
39,8.00e-02,
40,8.00e-02,
41,3.20e-01,
42,3.12e-01,
43,8.00e-02,
44,3.12e-01,
45,9.60e-02,
46,3.12e-01,
47,8.80e-02,
48,8.80e-02,
49,3.12e-01,
50,3.12e-01,
51,8.00e-02,
52,8.00e-02,
53,3.12e-01,
54,8.00e-02,
55,3.12e-01,
56,9.60e-02,
57,3.12e-01,
58,3.12e-01,
59,8.00e-02,
60,9.60e-02,
61,3.12e-01,
62,9.60e-02,
63,3.12e-01,
64,8.00e-02,
65,3.12e-01,
66,3.12e-01,
67,8.00e-02,
68,9.60e-02,
69,3.12e-01,
70,3.12e-01,
71,8.00e-02,
72,3.12e-01,
73,8.80e-02,
74,8.00e-02,
75,3.52e-01,
76,8.00e-02,
77,3.52e-01,
78,3.36e-01,
79,9.60e-02,
80,8.80e-02,
81,3.20e-01,
82,9.60e-02,
83,3.12e-01,
84,3.12e-01,
85,8.00e-02,
86,9.60e-02,
87,3.12e-01,
88,3.12e-01,
89,8.00e-02,
90,8.80e-02,
91,3.28e-01,
92,9.60e-02,
93,3.44e-01,
94,3.76e-01,
95,1.12e-01,
96,1.04e-01,
97,3.36e-01,
98,9.60e-02,
99,3.52e-01,
100,1.04e-01,
101,4.16e-01,
102,4.00e-01,
103,1.04e-01,
104,3.60e-01,
105,1.04e-01,
106,3.44e-01,
107,9.60e-02,
108,3.44e-01,
109,9.60e-02,
110,9.60e-02,
111,3.60e-01,
112,1.20e-01,
113,4.08e-01,
114,3.76e-01,
115,1.04e-01,
116,3.84e-01,
117,1.04e-01,
118,1.12e-01,
119,3.92e-01,
120,3.84e-01,
121,1.04e-01,
122,1.12e-01,
123,3.84e-01,
124,3.68e-01,
125,9.60e-02,
126,3.84e-01,
127,1.04e-01,
128,1.12e-01,
129,3.92e-01,
130,3.84e-01,
131,1.04e-01,
132,1.04e-01,
133,3.52e-01,
134,3.52e-01,
135,9.60e-02,
136,3.36e-01,
137,9.60e-02,
138,9.60e-02,
139,3.52e-01,
140,3.84e-01,
141,1.20e-01,
142,1.28e-01,
143,4.00e-01,
144,1.04e-01,
145,4.00e-01,
146,4.08e-01,
147,1.28e-01,
148,4.08e-01,
149,1.28e-01,
150,4.08e-01,
151,1.36e-01,
152,4.16e-01,
153,1.36e-01,
154,4.08e-01,
155,1.28e-01,
156,4.08e-01,
157,1.04e-01,
158,9.60e-02,
159,3.44e-01,
160,3.52e-01,
161,1.04e-01,
162,3.44e-01,
163,1.04e-01,
164,3.44e-01,
165,1.04e-01,
166,9.60e-02,
167,3.52e-01,
168,1.04e-01,
169,3.52e-01,
170,1.04e-01,
171,3.52e-01,
172,8.80e-02,
173,3.20e-01,
