X,CH1,Start,Increment,
Sequence,Volt,-1.148000e+01,2.000000e-02
0,2.32e-01,
1,4.72e-01,
2,5.44e-01,
3,2.24e-01,
4,4.72e-01,
5,2.24e-01,
6,4.80e-01,
7,2.32e-01,
8,2.32e-01,
9,4.72e-01,
10,2.32e-01,
11,4.72e-01,
12,4.72e-01,
13,2.32e-01,
14,2.32e-01,
15,4.80e-01,
16,4.72e-01,
17,2.00e-01,
18,4.72e-01,
19,2.32e-01,
20,4.72e-01,
21,2.32e-01,
22,2.32e-01,
23,4.80e-01,
24,2.32e-01,
25,4.72e-01,
26,2.32e-01,
27,4.80e-01,
28,4.80e-01,
29,2.40e-01,
30,4.72e-01,
31,2.40e-01,
32,4.72e-01,
33,2.16e-01,
34,2.32e-01,
35,4.72e-01,
36,4.72e-01,
37,2.40e-01,
38,2.32e-01,
39,4.80e-01,
40,2.32e-01,
41,4.72e-01,
42,2.40e-01,
43,4.72e-01,
44,4.72e-01,
45,2.24e-01,
46,2.00e-01,
47,5.60e-01,
48,5.84e-01,
49,2.80e-01,
50,5.60e-01,
51,2.32e-01,
52,4.88e-01,
53,2.24e-01,
54,4.80e-01,
55,2.16e-01,
56,2.32e-01,
57,4.88e-01,
58,5.76e-01,
59,2.80e-01,
60,2.64e-01,
61,5.92e-01,
62,7.04e-01,
63,2.72e-01,
64,5.84e-01,
65,2.88e-01,
66,2.80e-01,
67,6.48e-01,
68,7.84e-01,
69,3.04e-01,
70,2.64e-01,
71,6.88e-01,
72,6.72e-01,
73,2.72e-01,
74,2.96e-01,
75,7.44e-01,
76,6.80e-01,
77,2.80e-01,
78,6.48e-01,
79,2.80e-01,
80,2.16e-01,
81,5.84e-01,
82,3.28e-01,
83,7.04e-01,
84,3.20e-01,
85,7.52e-01,
86,3.84e-01,
87,7.36e-01,
88,7.36e-01,
89,3.60e-01,
90,7.20e-01,
91,2.56e-01,
92,5.60e-01,
93,2.96e-01,
94,2.72e-01,
95,5.84e-01,
96,5.68e-01,
97,2.56e-01,
98,2.32e-01,
99,4.80e-01,
100,2.32e-01,
101,5.84e-01,
102,2.96e-01,
103,5.44e-01,
104,5.44e-01,
105,2.80e-01,
106,2.96e-01,
107,6.16e-01,
108,6.16e-01,
109,2.88e-01,
110,5.52e-01,
111,2.96e-01,
112,6.00e-01,
113,2.88e-01,
114,2.72e-01,
115,6.00e-01,
116,2.96e-01,
117,5.44e-01,
